DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
46547247	human	9606	OR4A16	81327		HGNC:15153		Chr11 q11	Chr11:55343201-55344187(+)	"NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274"	"NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274"	"Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70"
46547247	human	9606	OR4A5	81318		HGNC:15162		Chr11 q11	Chr11:54706832-54707902(+)	"NM_001005272,NM_001005272,NM_001005272"	"NP_001005272,NP_001005272,NP_001005272"	"Q8NH83,Q8NH83,Q8NH83"
46547247	human	9606	OR4A8	81315		HGNC:15165		Chr11 q11	Chr11:54682876-54683821(+)			"P0C604,P0C604,P0C604,P0C604,P0C604"
46547248	"mouse, laboratory"	10090	Or8b8	258310	MGI:2177528			Chr9 20.82 cM	Chr9:37808020-37814815(+)	"XM_017313389,NM_146313"	"XP_017168878,NP_666425"	Q60882
46547248	human	9606	OR8B8	26493		HGNC:8477		Chr11 q24.2	Chr11:124437445-124445696(-)	NM_012378	NP_036510	Q15620
46547249	"mouse, laboratory"	10090	Or7a41	18357	MGI:1333808			Chr10 39.72 cM	Chr10:78870557-78871636(+)	NM_147041	NP_667252	
46547249	human	9606	OR7A17	26333		HGNC:8363		Chr19 p13.12	Chr19:14878203-14886132(-)	"NM_030901,NM_030901,NM_030901"	"NP_112163,NP_112163,NP_112163"	"O14581,O14581,O14581"
46547249	human	9606	OR7A2P	390894		HGNC:8370		Chr19 p13.12	Chr19:14863586-14865262(-)			"Q8NGA2,Q8NGA2,Q8NGA2"
46547249	human	9606	OR7A5	26659		HGNC:8368		Chr19 p13.12	Chr19:14826241-14835185(-)	"NM_017506,NM_001370480,NM_001370481,NM_001370482,NM_001370483,NM_017506,NM_001370480,NM_001370481,NM_001370482,NM_001370483,NM_017506,NM_001370480,NM_001370481,NM_001370482,NM_001370483,NM_017506,NM_001370480,NM_001370481,NM_001370482,NM_001370483"	"NP_001357409,NP_001357410,NP_001357411,NP_001357412,NP_059976,NP_001357409,NP_001357410,NP_001357411,NP_001357412,NP_059976,NP_001357409,NP_001357410,NP_001357411,NP_001357412,NP_059976,NP_001357409,NP_001357410,NP_001357411,NP_001357412,NP_059976"	"Q15622,Q15622,Q15622,Q15622"
46547250	"mouse, laboratory"	10090	Or1q1	258616	MGI:3030191			Chr2 24.19 cM	Chr2:36886824-36887750(+)	NM_146623	NP_666834	
46547250	human	9606	OR1Q1	158131		HGNC:8223		Chr9 q33.2	Chr9:122614738-122615682(+)	NM_012364	NP_036496	Q15612
46547251	"mouse, laboratory"	10090	Or1j1	18328	MGI:102697			Chr2 24.19 cM	Chr2:36702161-36703102(-)	NM_206903	NP_996786	Q60879
46547251	human	9606	OR1J1	347168		HGNC:8208		Chr9 q33.2	Chr9:122476958-122477926(-)	NM_001004451	NP_001004451	Q8NGS3
46547252	"mouse, laboratory"	10090	Or8g27	258500	MGI:3030778			Chr9 20.97 cM	Chr9:39128655-39129590(+)	NM_146507	NP_666718	
46547253	"mouse, laboratory"	10090	Or1o4	258508	MGI:2177482			Chr17 19.16 cM	Chr17:37590392-37591309(-)	NM_146515	NP_666726	
46547254	"mouse, laboratory"	10090	Or4k6	258360	MGI:3030565			Chr14 26.01 cM	Chr14:50475360-50476340(-)	NM_146363	NP_666475	
46547255	"mouse, laboratory"	10090	Or5ak25	258426	MGI:3030829			Chr2 49.68 cM	Chr2:85268553-85269500(-)	NM_146434	NP_666645	
46547255	human	9606	OR5AK2	390181		HGNC:15251		Chr11 q12.1	Chr11:56988914-56989843(+)	"NM_001005323,NM_001005323,NM_001005323"	"NP_001005323,NP_001005323,NP_001005323"	"Q8NH90,Q8NH90,Q8NH90"
46547255	human	9606	OR5AK3P	81228		HGNC:15252		Chr11 q12.1	Chr11:56971050-56971979(+)			"Q8NH89,Q8NH89,Q8NH89"
46547256	"mouse, laboratory"	10090	Or7g20	257872	MGI:3030669			Chr9 7.2 cM	Chr9:18946421-18947356(+)	NM_001012266	NP_001012266	
46547256	human	9606	OR7G2	390882		HGNC:8466		Chr19 p13.2	Chr19:9100407-9107475(-)	"NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193,NM_001005193"	"NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193,NP_001005193"	"Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99,Q8NG99"
46547257	"mouse, laboratory"	10090	Or5au1	258420	MGI:3030055			Chr14 26.77 cM	Chr14:52272631-52273566(-)	NM_001001808	NP_001001808	
46547257	human	9606	OR5AU1	390445		HGNC:15362		Chr14 q11.2	Chr14:21148370-21159060(-)	NM_001004731	NP_001004731	Q8NGC0
46547258	"mouse, laboratory"	10090	Or8d23	258269	MGI:3030764			Chr9 20.93 cM	Chr9:38841469-38842395(+)	NM_146272	NP_666384	
46547258	human	9606	OR8D1	283159		HGNC:8481		Chr11 q24.2	Chr11:124302831-124315099(-)	"NM_001002917,NM_001002917,NM_001002917"	"NP_001002917,NP_001002917,NP_001002917"	"Q8WZ84,Q8WZ84,Q8WZ84"
46547259	"mouse, laboratory"	10090	Or4b1d	18331	MGI:109303			Chr2 50.14 cM	Chr2:89966617-89972640(-)	"NM_010980,XM_011239350"	"XP_011237652,NP_035110"	
46547259	human	9606	OR4B1	119765		HGNC:8290		Chr11 p11.2	Chr11:48216810-48217739(+)	"NM_001005470,NM_001005470,NM_001005470,NM_001005470,NM_001005470"	"NP_001005470,NP_001005470,NP_001005470,NP_001005470,NP_001005470"	"Q8NGF8,Q8NGF8,Q8NGF8,Q8NGF8,Q8NGF8"
46547260	"mouse, laboratory"	10090	Or4k15c	258313	MGI:3030560			Chr14 25.95 cM	Chr14:50321171-50322136(-)	NM_146316	NP_666428	
46547260	human	9606	OR4K15	81127		HGNC:15353		Chr14 q11.2	Chr14:19975591-19976565(+)	"NM_001005486,NM_001005486,NM_001005486"	"NP_001005486,NP_001005486,NP_001005486"	"Q8NH41,Q8NH41,Q8NH41"
46547261	"mouse, laboratory"	10090	Or1e25	193053	MGI:3030218			Chr11 45.46 cM	Chr11:73493408-73494346(+)	NM_207224	NP_997107	
46547261	human	9606	OR1E1	8387		HGNC:8189		Chr17 p13.3	Chr17:3397104-3398410(-)	"NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553"	"NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544"	"P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953"
46547261	human	9606	OR1E2	8388		HGNC:8190		Chr17 p13.2	Chr17:3432870-3433841(-)	"NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554"	"NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545"	"P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887"
46547261	human	9606	OR1E3	8389		HGNC:8191		Chr17 p13.3	Chr17:3116327-3117474(+)	"NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201"		"Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6"
46547262	"mouse, laboratory"	10090	Or8g50	258602	MGI:2659178			Chr9 20.99 cM	Chr9:39648113-39649051(+)	NM_146609	NP_666820	Q60895
46547263	"mouse, laboratory"	10090	Or8g4	258086	MGI:3030801			Chr9 21.01 cM	Chr9:39661684-39662616(+)	NM_001011826	NP_001011826	
46547263	human	9606	OR8G1	26494		HGNC:8484		Chr11 q24.2	Chr11:124241095-124254364(+)	"NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379,NM_001002905,NM_012379"	"NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905,NP_001002905"	"Q15617,Q15617,Q15617,Q15617,Q15617,Q15617,Q15617,Q15617,Q15617,Q15617"
46547264	"mouse, laboratory"	10090	Or9q1	258097	MGI:3031334			Chr19 8.89 cM	Chr19:13804823-13805758(-)	NM_001011831	NP_001011831	
46547264	human	9606	OR9Q1	219956		HGNC:14724		Chr11 q12.1	Chr11:58023881-58181616(+)	NM_001005212	NP_001005212	Q8NGQ5
46547265	"mouse, laboratory"	10090	Or7g19	258075	MGI:3030666			Chr9 7.17 cM	Chr9:18855946-18856884(+)	NM_001011824	NP_001011824	
46547265	human	9606	OR7G3	390883		HGNC:8467		Chr19 p13.2	Chr19:9126012-9126950(-)	"NM_001001958,NM_001001958"	"NP_001001958,NP_001001958"	"Q8NG95,Q8NG95"
46547266	"mouse, laboratory"	10090	Or1e1f	258343	MGI:3030231			Chr11 45.67 cM	Chr11:73855436-73856383(+)	NM_146346	NP_666458	
46547267	"mouse, laboratory"	10090	Or1e23	258435	MGI:3030216			Chr11 45.4 cM	Chr11:73407085-73408023(-)	"NM_146443,XM_036156707"	"XP_036012600,NP_666654"	
46547267	human	9606	OR1E1	8387		HGNC:8189		Chr17 p13.3	Chr17:3397104-3398410(-)	"NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553"	"NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544"	"P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953"
46547267	human	9606	OR1E2	8388		HGNC:8190		Chr17 p13.2	Chr17:3432870-3433841(-)	"NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554"	"NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545"	"P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887"
46547267	human	9606	OR1E3	8389		HGNC:8191		Chr17 p13.3	Chr17:3116327-3117474(+)	"NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201"		"Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6"
46547268	"mouse, laboratory"	10090	Or1e30	258344	MGI:3030224			Chr11 45.56 cM	Chr11:73677766-73678701(+)	NM_146347	NP_666459	
46547268	human	9606	OR1E1	8387		HGNC:8189		Chr17 p13.3	Chr17:3397104-3398410(-)	"NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553,NM_003553"	"NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544,NP_003544"	"P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953,P30953"
46547268	human	9606	OR1E2	8388		HGNC:8190		Chr17 p13.2	Chr17:3432870-3433841(-)	"NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554,NM_003554"	"NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545,NP_003545"	"P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887,P47887"
46547268	human	9606	OR1E3	8389		HGNC:8191		Chr17 p13.3	Chr17:3116327-3117474(+)	"NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201,NM_001348201"		"Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6,Q8WZA6"
46547269	"mouse, laboratory"	10090	Or4k35	258391	MGI:3031111			Chr2 56.75 cM	Chr2:111099799-111100710(-)	NM_146396	NP_666508	
46547270	"mouse, laboratory"	10090	Or8g51	258432	MGI:3030753			Chr9 20.88 cM	Chr9:38608725-38609672(-)	NM_146440	NP_666651	
46547271	"mouse, laboratory"	10090	Or1j4	258620	MGI:3030184			Chr2 24.19 cM	Chr2:36740060-36740998(+)	NM_146627	NP_666838	
46547271	human	9606	OR1J4	26219		HGNC:8211		Chr9 q33.2	Chr9:122519141-122520082(+)	NM_001004452	NP_001004452	Q8NGS1
46547272	"mouse, laboratory"	10090	Or2a54	258649	MGI:3030275			Chr6 21.07 cM	Chr6:43092678-43093610(+)	NM_146655	NP_666866	
46547272	human	9606	OR2A14	135941		HGNC:15084		Chr7 q35	Chr7:144123176-144131188(+)	"NM_001001659,NM_001001659,NM_001001659"	"NP_001001659,NP_001001659,NP_001001659"	"Q96R47,Q96R47,Q96R47"
46547273	"mouse, laboratory"	10090	Klf17	75753	MGI:2181068			Chr4 53.46 cM	Chr4:117615033-117622845(-)	NM_029416	NP_083692	Q8CFA7
46547273	human	9606	KLF17	128209		HGNC:18830	OMIM:609602	Chr1 p34.1	Chr1:44043927-44135140(+)	NM_173484	"NP_775755,XP_005270522,XP_011539002,XP_011539006,XP_047301892,XP_047301894,XP_054190388,XP_054190389,XP_054190390,XP_054190391,XP_054190392"	Q5JT82
46547274	"mouse, laboratory"	10090	Dvl3	13544	MGI:108100			Chr16 12.46 cM	Chr16:20335732-20352760(+)	"NM_001416758,XM_006521780,NM_001416759,NM_001347176,NM_007889,NM_001416760"	"XP_006521843,NP_001403689,NP_031915,NP_001403688,NP_001403687,NP_001334105"	Q61062
46547274	human	9606	DVL3	1857		HGNC:3087	OMIM:601368	Chr3 q27.1	Chr3:184155377-184173614(+)	NM_004423	NP_004414	Q92997
46547275	"mouse, laboratory"	10090	Ttc7	225049	MGI:1920999			Chr17 57.12 cM	Chr17:87590328-87689197(+)	"XM_011246415,XM_017317451,NM_001404087,NM_001404088,NM_028639,XM_006524202"	"XP_011244717,XP_006524265,XP_017172940,NP_001391017,NP_082915,NP_001391016"	Q8BGB2
46547275	human	9606	TTC7A	57217		HGNC:19750	OMIM:609332	Chr2 p21	Chr2:46915866-47076137(+)	"NM_001288953,NM_001288951,NM_001288955,NM_020458"	"NP_001275880,NP_001275882,NP_001275884,NP_065191,XP_011531301,XP_011531302,XP_011531303,XP_016860013,XP_016860014,XP_016860015,XP_024308781,XP_047301101,XP_047301102,XP_047301103,XP_047301104,XP_047301105,XP_047301106,XP_054199064,XP_054199065,XP_054199066,XP_054199067,XP_054199068,XP_054199069,XP_054199070,XP_054199071,XP_054199072,XP_054199073,XP_054199074,XP_054199075,XP_054199076"	Q9ULT0
46547276	"mouse, laboratory"	10090	Nacc1	66830	MGI:1914080			Chr8 41.02 cM	Chr8:85397106-85414528(-)	"XM_006531294,XM_036154244,XM_006531293,NM_025788,XM_006531295,XM_006531292"	"XP_036010137,XP_006531357,XP_006531356,XP_006531358,XP_006531355,NP_080064"	Q7TSZ8
46547276	human	9606	NACC1	112939		HGNC:20967	OMIM:610672	Chr19 p13.13	Chr19:13116852-13141147(+)	NM_052876	"NP_443108,XP_005259778,XP_047294074,XP_054175664,XP_054175665,XP_054175666"	Q96RE7
46547277	"mouse, laboratory"	10090	Siah1a	20437	MGI:108064			Chr8 42.1 cM	Chr8:87450635-87472562(-)	"XM_006530784,NM_009172"	"XP_006530847,NP_033198"	P61092
46547277	human	9606	SIAH1	6477		HGNC:10857	OMIM:602212	Chr16 q12.1	Chr16:48356364-48448402(-)	"NM_003031,NM_001006611,NM_001006610,NM_003031,NM_001006611,NM_001006610"	"NP_001006611,NP_003022,XP_006721309,XP_024306163,XP_054169685,XP_054169686,NP_001006611,NP_003022,XP_006721309,XP_024306163,XP_054169685,XP_054169686"	"Q8IUQ4,Q8IUQ4"
46547278	"mouse, laboratory"	10090	Siah1b	20438	MGI:108063			ChrX 76.11 cM	ChrX:162853701-162859489(-)	"NM_009173,NM_001308385,NM_001308386"	"NP_001295314,NP_001295315,NP_033199"	Q06985
46547278	human	9606	SIAH1	6477		HGNC:10857	OMIM:602212	Chr16 q12.1	Chr16:48356364-48448402(-)	"NM_003031,NM_001006611,NM_001006610,NM_003031,NM_001006611,NM_001006610"	"NP_001006611,NP_003022,XP_006721309,XP_024306163,XP_054169685,XP_054169686,NP_001006611,NP_003022,XP_006721309,XP_024306163,XP_054169685,XP_054169686"	"Q8IUQ4,Q8IUQ4"
46547279	"mouse, laboratory"	10090	Pard6g	93737	MGI:2135606			Chr18 53.22 cM	Chr18:80090105-80162854(+)	"NM_053117,XM_036161338"	"XP_036017231,NP_444347"	Q9JK84
46547279	human	9606	PARD6G	84552		HGNC:16076	OMIM:608976	Chr18 q23	Chr18:80157232-80247514(-)	NM_032510	NP_115899	Q9BYG4
46547280	"mouse, laboratory"	10090	Rnd3	74194	MGI:1921444			Chr2 29.63 cM	Chr2:51020451-51039123(-)	NM_028810	NP_083086	P61588
46547280	human	9606	RND3	390		HGNC:671	OMIM:602924	Chr2 q23.3	Chr2:150468193-150539011(-)	"NM_005168,NM_001254738"	"NP_001241667,NP_005159"	P61587
46547281	"mouse, laboratory"	10090	Cdk7	12572	MGI:102956			Chr13 53.23 cM	Chr13:100839139-100867447(-)	NM_009874	NP_034004	Q03147
46547281	human	9606	CDK7	1022		HGNC:1778	OMIM:601955	Chr5 q13.2	Chr5:69234795-69277430(+)	"NM_001324071,NM_001799,NM_001324078,NM_001324077,NM_001324075,NM_001324074,NM_001324072,NM_001324069,NM_001324070"	"NP_001310998,NP_001310999,NP_001311000,NP_001311001,NP_001311003,NP_001311004,NP_001311006,NP_001311007,NP_001790,XP_011541396,XP_047272565,XP_054185464,XP_054207386,XP_054207387"	P50613
46547282	"mouse, laboratory"	10090	Papss2	23972	MGI:1330223			Chr19 27.46 cM	Chr19:32573190-32644587(+)	"NM_001360403,XM_006527064,NM_011864,NM_001201470"	"XP_006527127,NP_001188399,NP_001347332,NP_035994"	O88428
46547282	human	9606	PAPSS2	9060		HGNC:8604	OMIM:603005	Chr10 q23.2-q23.31	Chr10:87659613-87747705(+)	"NM_004670,NM_001015880"	"NP_001015880,NP_004661"	O95340
46547283	"mouse, laboratory"	10090	Cldn13	57255	MGI:1913102			Chr5 74.88 cM	Chr5:134943103-134944380(-)	NM_020504	NP_065250	Q9Z0S4
46547283	human	9606	CLDN4	1364		HGNC:2046	OMIM:602909	Chr7 q11.23	Chr7:73799542-73832690(+)	"NM_001305,NM_001305"	"NP_001296,NP_001296"	"O14493,O14493"
46547284	"mouse, laboratory"	10090	Cldn1	12737	MGI:1276109			Chr16 18 cM	Chr16:26175395-26190589(-)	NM_016674	NP_057883	O88551
46547284	human	9606	CLDN1	9076		HGNC:2032	OMIM:603718	Chr3 q28	Chr3:190305707-190322446(-)	NM_021101	NP_066924	O95832
46547285	"mouse, laboratory"	10090	Cldn11	18417	MGI:106925			Chr3 15.14 cM	Chr3:31204069-31218473(+)	NM_008770	NP_032796	Q60771
46547285	human	9606	CLDN11	5010		HGNC:8514	OMIM:601326	Chr3 q26.2	Chr3:170418868-170454733(+)	"NM_005602,NM_001185056"	"NP_001171985,NP_005593"	O75508
46547286	"mouse, laboratory"	10090	Cldn12	64945	MGI:1929288			Chr5 2.98 cM	Chr5:5555015-5564976(-)	"NM_001193661,NM_022890,NM_001193660,XM_011240674,XM_006503598,NM_001425673,NM_001193659,NM_001425672"	"XP_006503661,XP_011238976,NP_001412602,NP_001412601,NP_075028,NP_001180588,NP_001180589,NP_001180590"	Q9ET43
46547286	human	9606	CLDN12	9069		HGNC:2034	OMIM:611232	Chr7 q21.13	Chr7:90383721-90513402(+)	"NM_001185072,NM_001185073,NM_012129"	"NP_001172001,NP_001172002,NP_036261"	P56749
46547287	"mouse, laboratory"	10090	Hip1	215114	MGI:1099804			Chr5 75.18 cM	Chr5:135435385-135573974(-)	"XM_036164989,XM_011240878,XM_036164990,XM_036164987,XM_036164988,XM_036164985,XM_036164986,NM_001382848,NM_146001"	"XP_011239180,XP_036020883,XP_036020878,XP_036020882,XP_036020880,XP_036020881,XP_036020879,NP_001369777,NP_666113"	Q8VD75
46547287	human	9606	HIP1	3092		HGNC:4913	OMIM:601767	Chr7 q11.23	Chr7:75533298-75738962(-)	"NM_001382445,NM_001382444,NM_005338,NM_001243198"	"NP_001230127,NP_001369373,NP_001369374,NP_005329,XP_011514418,XP_016867588,XP_047276250,XP_047276251,XP_054214014,XP_054214015,XP_054214016,XP_054214017"	O00291
46547288	"mouse, laboratory"	10090	Baz1b	22385	MGI:1353499			Chr5 75.05 cM	Chr5:135216118-135274983(+)	"NM_011714,XM_011240880"	"XP_011239182,NP_035844"	Q9Z277
46547288	human	9606	BAZ1B	9031		HGNC:961	OMIM:605681	Chr7 q11.23	Chr7:73440406-73522293(-)	"NM_032408,NM_023005,NM_001370402"	"NP_001357331,NP_115784,XP_047276972,XP_054215278"	Q9UIG0
46547289	"mouse, laboratory"	10090	Or2at4	259066	MGI:3030354			Chr7 54.15 cM	Chr7:99384352-99385302(+)	NM_147063	NP_667274	
46547289	human	9606	OR2AT4	341152		HGNC:19620		Chr11 q13.4	Chr11:75081753-75096890(-)	"NM_001405852,NM_001005285"	"NP_001005285,NP_001392781"	A6NND4
46547290	"mouse, laboratory"	10090	Or4c122	258973	MGI:3031062			Chr2 50.03 cM	Chr2:89079065-89080036(-)	NM_146971	NP_667182	
46547290	human	9606	OR4C15	81309		HGNC:15171		Chr11 q11	Chr11:55554307-55555419(+)	"NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920"	"NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920"	"Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1"
46547291	"mouse, laboratory"	10090	Or4c109	258899	MGI:3031048			Chr2 50.03 cM	Chr2:88817609-88818544(-)	NM_146897	NP_667108	
46547291	human	9606	OR4C15	81309		HGNC:15171		Chr11 q11	Chr11:55554307-55555419(+)	"NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920,NM_001001920"	"NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920,NP_001001920"	"Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1,Q8NGM1"
46547292	"mouse, laboratory"	10090	Or4c112	258903	MGI:3031051			Chr2 50.03 cM	Chr2:88853339-88854443(-)	NM_146901	NP_667112	
